SL.NO,All India Rank,Course Code,Name of the College Allotted.,Course Name,Allotted Category,Course_fees,Status,Exam year,Counselling Type,State,Round,District
2892,1325,M01GC1,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Dermatology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2893,1346,M07GC1,"Hassan Institute of Medical Sciences ,Hassan",M.D. Dermatology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Hassan
2894,1418,M16GC5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2895,1435,M15GC4,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. General Medicine,GM,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2896,1478,M14GC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2897,1546,M05GC1,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. Dermatology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
2898,1589,M03GC4,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. General Medicine,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
2899,1625,M08GC4,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.D. General Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
2900,1653,M03GC5,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Radio Diagnosis,2BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
2901,1680,M05GC4,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. General Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
2902,1734,M03GC4,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. General Medicine,3BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
2903,1752,M48PC4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. General Medicine,GMP,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2904,1770,M16GC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2905,1784,M14GC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2906,1803,M03GC4,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. General Medicine,3AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
2907,1817,M01GD6,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2908,1818,M48PC4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. General Medicine,GMP,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2909,1836,M35GC5,"Jagadguru Sri Shivarathreeswara Medical College ,Sri Shivarathreeshwara Nagar,Mysore (D)",M.D. Radio Diagnosis,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
2910,1856,M31PC5,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Radio Diagnosis,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
2911,1895,M38GC4,"ESI Medical College ,Bangalore",M.D. General Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2912,1912,M17GC5,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.D. Radio Diagnosis,GMH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
2913,1939,M05GC4,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. General Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
2914,1943,M07GC4,"Hassan Institute of Medical Sciences ,Hassan",M.D. General Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Hassan
2915,1946,M14GC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2916,1966,M25GC4,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
2917,1981,M04GC4,"Vijayanagar Institute of Medical Sciences ,Bellary",M.D. General Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
2918,2033,M25GC4,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
2919,2100,M04GC4,"Vijayanagar Institute of Medical Sciences ,Bellary",M.D. General Medicine,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
2920,2113,M12GC3,"Indira Gandhi Institute of Child Health ,Bangalore",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2921,2146,M14PC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2922,2222,M16GC5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2923,2269,M08GC1,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.D. Dermatology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
2924,2293,M32GC4,"Kasturba Medical College ,Light House Hill Road,Hampanakatta,Mangalore (D)",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
2925,2366,M15GC4,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. General Medicine,3BG,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2926,2385,M08GC4,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.D. General Medicine,3AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Shimoga
2927,2502,M14GC1,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Dermatology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2928,2504,M16PC5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Radio Diagnosis,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2929,2510,M04GC4,"Vijayanagar Institute of Medical Sciences ,Bellary",M.D. General Medicine,1H,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
2930,2562,M06GC4,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.D. General Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Belgaum
2931,2563,M14GC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2932,2639,M14PC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2933,2660,M21GC5,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2934,2661,M03GC1,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Dermatology,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
2935,2704,M15GC5,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Radio Diagnosis,GMH,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2936,2732,M50GC4,"Gadag Institute of Medical Sciences,MULGUND ROAD,GADAG",M.D. General Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gadag
2937,2740,M06GC4,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.D. General Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Belgaum
2938,2756,M16PC5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Radio Diagnosis,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2939,2912,M56GC4,"ESI Medical College, Gulbarga",M.D. General Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
2940,2933,M60GC4,"Karwar Institute of Medical Sciences, Karwar, Uttara Kannada",M.D. General Medicine,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Uttara Kannada
2941,2934,M43GC5,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Radio Diagnosis,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2942,2944,M38GD6,"ESI Medical College ,Bangalore",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2943,3051,M01GD6,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2944,3060,M14PC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2945,3061,M02GC4,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. General Medicine,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
2946,3162,M15GC1,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Dermatology,GM,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2947,3178,M15GC5,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Radio Diagnosis,3BG,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2948,3197,M15GC5,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Radio Diagnosis,2AG,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2949,3208,M27GC4,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
2950,3304,M02GC5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Radio Diagnosis,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
2951,3327,M30GC5,"Navodaya Medical College ,PB No.26,Navodaya Nagar,Raichur",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Raichur
2952,3365,M25PC5,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. Radio Diagnosis,MC,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
2953,3540,M55GC4,"Gulbarga Institute of Medical Sciences, Gulbarga",M.D. General Medicine,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
2954,3561,M31GC5,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Radio Diagnosis,3AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
2955,3565,M14GC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2956,3575,M25PC1,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. Dermatology,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
2957,3589,M02GC4,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. General Medicine,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
2958,3605,M12GC3,"Indira Gandhi Institute of Child Health ,Bangalore",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2959,3653,M14GC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2960,3666,M01GD4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Anaesthesia,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2961,3710,M06GC5,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.D. Radio Diagnosis,3BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Belgaum
2962,3720,M14GC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,1G,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2963,3732,M23GC5,"Sri Basaveshwara Medical College and Hospital ,NH-4, S.J.M Campus,Chitradurga",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Chitradurga
2964,3749,M03GC4,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. General Medicine,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
2965,3796,M05GC4,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. General Medicine,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
2966,3817,M14GC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,GMH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2967,3847,M01GC3,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2968,3860,M07GC4,"Hassan Institute of Medical Sciences ,Hassan",M.D. General Medicine,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Hassan
2969,3883,M12GC3,"Indira Gandhi Institute of Child Health ,Bangalore",M.D. Paediatrics,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2970,3891,M09GC4,"Raichur Institute of Medical Sciences ,Hyderabad Road,Raichur",M.D. General Medicine,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Raichur
2971,3899,M43GC5,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Radio Diagnosis,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2972,3905,M01GD6,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Obstetrics and Gynecology,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2973,3919,M01GC3,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2974,3942,M02GD5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
2975,3964,M48PC5,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. Radio Diagnosis,RC2,1280775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2976,3978,M15GC4,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. General Medicine,2AG,808858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2977,4026,M25PC4,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
2978,4065,M31GC4,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
2979,4079,M16GC4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2980,4088,M01GC5,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Radio Diagnosis,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2981,4105,M16GC5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Radio Diagnosis,2BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2982,4117,M05GC4,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. General Medicine,1G,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
2983,4201,M14GC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2984,4240,M27GC4,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
2985,4256,M36GC4,"K.S.Hegde Medical Academy ,Nithyanandanagar Post,Deralakatte,Mangalore (D)",M.D. General Medicine,GM,776858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
2986,4257,M19GC5,"K.Venkataramana Gowda Medical College and Hospital ,Kurunjibag,Dakshina Kannada,Sullia",M.D. Radio Diagnosis,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dakshina Kannada
2987,4260,M14PC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2988,4308,M03GD6,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
2989,4312,M14PC1,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Dermatology,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2990,4316,M25PC4,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
2991,4336,M26GC4,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2992,4345,M22GC5,"S. Nijalingappa Medical College and Research Centre ,B.V.V. Sanga,Navanagara,Bagalkot",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bagalkot
2993,4347,M16PC5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Radio Diagnosis,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
2994,4507,M14PC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2995,4532,M21GC4,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2996,4545,M14GC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,3BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
2997,4550,M03GD6,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.S. Obstetrics and Gynecology,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
2998,4624,M56GC4,"ESI Medical College, Gulbarga",M.D. General Medicine,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
2999,4650,M01GC3,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Paediatrics,3AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3000,4688,M01GD6,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Obstetrics and Gynecology,3AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3001,4699,M56GC4,"ESI Medical College, Gulbarga",M.D. General Medicine,3BH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3002,4710,M53GC5,"The Oxford Medical College Hospital and Research Center,Bangalore",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3003,4713,M25PC4,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3004,4744,M02GC3,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3005,4759,M48PC4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. General Medicine,RC3,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3006,4773,M14PC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3007,4830,M54GC5,"Shridevi Institute of Medical Sciences and Research Hospital,Tumkur",M.D. Radio Diagnosis,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Tumkur
3008,4879,M58GC5,"Kanachur Institute of Medical Science and Research Centre,Mangalore",M.D. Radio Diagnosis,3BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3009,4894,M02GD5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3010,4913,M18GC4,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3011,4977,M14PC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3012,4989,M02GD5,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.S. General Surgery,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3013,5002,M06GC4,"Belgaum Institute of Medical Sciences ,Dr B R Ambedkar Road,Belgaum",M.D. General Medicine,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Belgaum
3014,5039,M02GC3,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3015,5045,M14PC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3016,5083,M01GC3,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Paediatrics,3BG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3017,5086,M05GC1,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. Dermatology,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mandya
3018,5092,M25PC5,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. Radio Diagnosis,MC,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3019,5096,M21PC5,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.D. Radio Diagnosis,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3020,5101,M01GC3,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Paediatrics,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3021,5103,M25PC5,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. Radio Diagnosis,GMPH,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3022,5111,M03GC3,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Dharwad
3023,5113,M17GC4,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.D. General Medicine,GMH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Gulbarga
3024,5125,M04GC1,"Vijayanagar Institute of Medical Sciences ,Bellary",M.D. Dermatology,GMH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
3025,5126,M14PC4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. General Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Davangere
3026,5179,M04GC3,"Vijayanagar Institute of Medical Sciences ,Bellary",M.D. Paediatrics,GM,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bellary
3027,5182,M09GC1,"Raichur Institute of Medical Sciences ,Hyderabad Road,Raichur",M.D. Dermatology,3AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Raichur
3028,5204,M25GC4,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. General Medicine,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3029,5208,M02GC4,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. General Medicine,3AH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mysore
3030,5246,M01GD6,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Obstetrics and Gynecology,2AG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
3031,5340,M31GC1,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Dermatology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Mangalore
3032,5393,M46GC4,"B G S Global Institute of Medical Sciences,Bangalore",M.D. General Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 2,Bangalore
